VNUM	LOCALE_NAME
3143	Elektromanyetik Pala+3
3144	Elektromanyetik Pala+4
3145	Elektromanyetik Pala+5
3146	Elektromanyetik Pala+6
3147	Elektromanyetik Pala+7
3148	Elektromanyetik Pala+8
3149	Elektromanyetik Pala+9
3150	Yarý-Ýnsan Kýlýç+0
3151	Yarý-Ýnsan Kýlýç+1
3152	Yarý-Ýnsan Kýlýç+2
3153	Yarý-Ýnsan Kýlýç+3
3154	Yarý-Ýnsan Kýlýç+4
3155	Yarý-Ýnsan Kýlýç+5
3156	Yarý-Ýnsan Kýlýç+6
3157	Yarý-Ýnsan Kýlýç+7
3158	Yarý-Ýnsan Kýlýç+8
3159	Yarý-Ýnsan Kýlýç+9
3160	Kin Kýlýcý+0
3161	Kin Kýlýcý+1
3162	Kin Kýlýcý+2
3163	Kin Kýlýcý+3
3164	Kin Kýlýcý+4
3165	Kin Kýlýcý+5
3166	Kin Kýlýcý+6
3167	Kin Kýlýcý+7
3168	Kin Kýlýcý+8
3169	Kin Kýlýcý+9
3170	Sarý Ejderha Katleden+0
3171	Sarý Ejderha Katleden+1
3172	Sarý Ejderha Katleden+2
3173	Sarý Ejderha Katleden+3
3174	Sarý Ejderha Katleden+4
3175	Sarý Ejderha Katleden+5
3176	Sarý Ejderha Katleden+6
3177	Sarý Ejderha Katleden+7
3178	Sarý Ejderha Katleden+8
3179	Sarý Ejderha Katleden+9
3180	Mavi Ejderha Katleden+0
3181	Mavi Ejderha Katleden+1
3182	Mavi Ejderha Katleden+2
3183	Mavi Ejderha Katleden+3
3184	Mavi Ejderha Katleden+4
3185	Mavi Ejderha Katleden+5
3186	Mavi Ejderha Katleden+6
3187	Mavi Ejderha Katleden+7
3188	Mavi Ejderha Katleden+8
3189	Mavi Ejderha Katleden+9
3190	Güneþ Kýlýcý +0
3191	Güneþ Kýlýcý +1
3192	Güneþ Kýlýcý +2
3193	Güneþ Kýlýcý +3
3194	Güneþ Kýlýcý +4
3195	Güneþ Kýlýcý +5
3196	Güneþ Kýlýcý +6
3197	Güneþ Kýlýcý +7
3198	Güneþ Kýlýcý +8
3199	Güneþ Kýlýcý +9
3200	Ejderha Tanrýsý Palasý+0
3201	Ejderha Tanrýsý Palasý+1
3202	Ejderha Tanrýsý Palasý+2
3203	Ejderha Tanrýsý Palasý+3
3204	Ejderha Tanrýsý Palasý+4
3205	Ejderha Tanrýsý Palasý+5
3206	Ejderha Tanrýsý Palasý+6
3207	Ejderha Tanrýsý Palasý+7
3208	Ejderha Tanrýsý Palasý+8
3209	Ejderha Tanrýsý Palasý+9
3210	Kýrmýzý Demir Pala+0
3211	Kýrmýzý Demir Pala+1
3212	Kýrmýzý Demir Pala+2
3213	Kýrmýzý Demir Pala+3
3214	Kýrmýzý Demir Pala+4
3215	Kýrmýzý Demir Pala+5
3216	Kýrmýzý Demir Pala+6
3217	Kýrmýzý Demir Pala+7
3218	Kýrmýzý Demir Pala+8
3219	Kýrmýzý Demir Pala+9
4000	Amija+0
4001	Amija+1
4002	Amija+2
4003	Amija+3
4004	Amija+4
4005	Amija+5
4006	Amija+6
4007	Amija+7
4008	Amija+8
4009	Amija+9
4010	Dokuz Pala+0
4011	Dokuz Pala+1
4012	Dokuz Pala+2
4013	Dokuz Pala+3
4014	Dokuz Pala+4
4015	Dokuz Pala+5
4016	Dokuz Pala+6
4017	Dokuz Pala+7
4018	Dokuz Pala+8
4019	Dokuz Pala+9
4020	Kýsa Býçak+0
4021	Kýsa Býçak+1
4022	Kýsa Býçak+2
4023	Kýsa Býçak+3
4024	Kýsa Býçak+4
4025	Kýsa Býçak+5
4026	Kýsa Býçak+6
4027	Kýsa Býçak+7
4028	Kýsa Býçak+8
4029	Kýsa Býçak+9
4030	Ýkiz Ay Hançeri+0
4031	Ýkiz Ay Hançeri+1
4032	Ýkiz Ay Hançeri+2
4033	Ýkiz Ay Hançeri+3
4034	Ýkiz Ay Hançeri+4
4035	Ýkiz Ay Hançeri+5
4036	Ýkiz Ay Hançeri+6
4037	Ýkiz Ay Hançeri+7
4038	Ýkiz Ay Hançeri+8
4039	Ýkiz Ay Hançeri+9
4040	Ruhsuz Býçak+0
4041	Ruhsuz Býçak+1
4042	Ruhsuz Býçak+2
4043	Ruhsuz Býçak+3
4044	Ruhsuz Býçak+4
4045	Ruhsuz Býçak+5
4046	Ruhsuz Býçak+6
4047	Ruhsuz Býçak+7
4048	Ruhsuz Býçak+8
4049	Ruhsuz Býçak+9
5000	Bakýr Çan+0
5001	Bakýr Çan+1
5002	Bakýr Çan+2
5003	Bakýr Çan+3
5004	Bakýr Çan+4
5005	Bakýr Çan+5
5006	Bakýr Çan+6
5007	Bakýr Çan+7
5008	Bakýr Çan+8
5009	Bakýr Çan+9
5010	Gümüþ Çan+0
5011	Gümüþ Çan+1
5012	Gümüþ Çan+2
5013	Gümüþ Çan+3
5014	Gümüþ Çan+4
5015	Gümüþ Çan+5
5016	Gümüþ Çan+6
5017	Gümüþ Çan+7
5018	Gümüþ Çan+8
5019	Gümüþ Çan+9
5020	Altýn Çan+0
5021	Altýn Çan+1
5022	Altýn Çan+2
5023	Altýn Çan+3
5024	Altýn Çan+4
5025	Altýn Çan+5
5026	Altýn Çan+6
5027	Altýn Çan+7
5028	Altýn Çan+8
5029	Altýn Çan+9
5030	YeþimTaþý Çan+0
5031	YeþimTaþý Çan+1
5032	YeþimTaþý Çan+2
5033	YeþimTaþý Çan+3
5034	YeþimTaþý Çan+4
5035	YeþimTaþý Çan+5
5036	YeþimTaþý Çan+6
5037	YeþimTaþý Çan+7
5038	YeþimTaþý Çan+8
5039	YeþimTaþý Çan+9
5040	Kaynak Çan+0
5041	Kaynak Çan+1
5042	Kaynak Çan+2
5043	Kaynak Çan+3
5044	Kaynak Çan+4
5045	Kaynak Çan+5
5046	Kaynak Çan+6
5047	Kaynak Çan+7
5048	Kaynak Çan+8
5049	Kaynak Çan+9
5050	Kayýsý Aðacý Çan+0
5051	Kayýsý Aðacý Çan+1
5052	Kayýsý Aðacý Çan+2
5053	Kayýsý Aðacý Çan+3
5054	Kayýsý Aðacý Çan+4
5055	Kayýsý Aðacý Çan+5
5056	Kayýsý Aðacý Çan+6
5057	Kayýsý Aðacý Çan+7
5058	Kayýsý Aðacý Çan+8
5059	Kayýsý Aðacý Çan+9
5060	Büyülü Çan+0
5061	Büyülü Çan+1
5062	Büyülü Çan+2
5063	Büyülü Çan+3
5064	Büyülü Çan+4
5065	Büyülü Çan+5
5066	Büyülü Çan+6
5067	Büyülü Çan+7
5068	Büyülü Çan+8
5069	Büyülü Çan+9
5070	Altýn Böcek Çaný+0
5071	Altýn Böcek Çaný+1
5072	Altýn Böcek Çaný+2
5073	Altýn Böcek Çaný+3
5074	Altýn Böcek Çaný+4
5075	Altýn Böcek Çaný+5
5076	Altýn Böcek Çaný+6
5077	Altýn Böcek Çaný+7
5078	Altýn Böcek Çaný+8
5079	Altýn Böcek Çaný+9
5080	Çelik Böcek Çaný+0
5081	Çelik Böcek Çaný+1
5082	Çelik Böcek Çaný+2
5083	Çelik Böcek Çaný+3
5084	Çelik Böcek Çaný+4
5085	Çelik Böcek Çaný+5
5086	Çelik Böcek Çaný+6
5087	Çelik Böcek Çaný+7
5088	Çelik Böcek Çaný+8
5089	Çelik Böcek Çaný+9
5090	Yýldýrým Kuþu Çaný+0
5091	Yýldýrým Kuþu Çaný+1
5092	Yýldýrým Kuþu Çaný+2
5093	Yýldýrým Kuþu Çaný+3
5094	Yýldýrým Kuþu Çaný+4
5095	Yýldýrým Kuþu Çaný+5
5096	Yýldýrým Kuþu Çaný+6
5097	Yýldýrým Kuþu Çaný+7
5098	Yýldýrým Kuþu Çaný+8
5099	Yýldýrým Kuþu Çaný+9
5100	Cennet ve Dünya Çaný+0
5101	Cennet ve Dünya Çaný+1
5102	Cennet ve Dünya Çaný+2
5103	Cennet ve Dünya Çaný+3
5104	Cennet ve Dünya Çaný+4
5105	Cennet ve Dünya Çaný+5
5106	Cennet ve Dünya Çaný+6
5107	Cennet ve Dünya Çaný+7
5108	Cennet ve Dünya Çaný+8
5109	Cennet ve Dünya Çaný+9
5110	Antik Çan+0
5111	Antik Çan+1
5112	Antik Çan+2
5113	Antik Çan+3
5114	Antik Çan+4
5115	Antik Çan+5
5116	Antik Çan+6
5117	Antik Çan+7
5118	Antik Çan+8
5119	Antik Çan+9
5120	Orkide Çan+0
5121	Orkide Çan+1
5122	Orkide Çan+2
5123	Orkide Çan+3
5124	Orkide Çan+4
5125	Orkide Çan+5
5126	Orkide Çan+6
5127	Orkide Çan+7
5128	Orkide Çan+8
5129	Orkide Çan+9
5130	Sert Biçici Çan+0
5131	Sert Biçici Çan+1
5132	Sert Biçici Çan+2
5133	Sert Biçici Çan+3
5134	Sert Biçici Çan+4
5135	Sert Biçici Çan+5
5136	Sert Biçici Çan+6
5137	Sert Biçici Çan+7
5138	Sert Biçici Çan+8
5139	Sert Biçici Çan+9
5140	Ejderha Çaný+0
5141	Ejderha Çaný+1
5142	Ejderha Çaný+2
5143	Ejderha Çaný+3
5144	Ejderha Çaný+4
5145	Ejderha Çaný+5
5146	Ejderha Çaný+6
5147	Ejderha Çaný+7
5148	Ejderha Çaný+8
5149	Ejderha Çaný+9
5150	Hibiskus Çaný+0
5151	Hibiskus Çaný+1
5152	Hibiskus Çaný+2
5153	Hibiskus Çaný+3
5154	Hibiskus Çaný+4
5155	Hibiskus Çaný+5
5156	Hibiskus Çaný+6
5157	Hibiskus Çaný+7
5158	Hibiskus Çaný+8
5159	Hibiskus Çaný+9
5330	Ejder Çenesi Çaný+0
5331	Ejder Çenesi Çaný+1
5332	Ejder Çenesi Çaný+2
5333	Ejder Çenesi Çaný+3
5334	Ejder Çenesi Çaný+4
5335	Ejder Çenesi Çaný+5
5336	Ejder Çenesi Çaný+6
5337	Ejder Çenesi Çaný+7
5338	Ejder Çenesi Çaný+8
5339	Ejder Çenesi Çaný+9
5340	Ejderha Hayaleti Çaný +0
5341	Ejderha Hayaleti Çaný +1
5342	Ejderha Hayaleti Çaný +2
5343	Ejderha Hayaleti Çaný +3
5344	Ejderha Hayaleti Çaný +4
5345	Ejderha Hayaleti Çaný +5
5346	Ejderha Hayaleti Çaný +6
5347	Ejderha Hayaleti Çaný +7
5348	Ejderha Hayaleti Çaný +8
5349	Ejderha Hayaleti Çaný +9
7000	Yelpaze+0
7001	Yelpaze+1
7002	Yelpaze+2
7003	Yelpaze+3
7004	Yelpaze+4
7005	Yelpaze+5
7006	Yelpaze+6
7007	Yelpaze+7
7008	Yelpaze+8
7009	Yelpaze+9
7010	Demir Yelpaze+0
7011	Demir Yelpaze+1
7012	Demir Yelpaze+2
7013	Demir Yelpaze+3
7014	Demir Yelpaze+4
7015	Demir Yelpaze+5
7016	Demir Yelpaze+6
7017	Demir Yelpaze+7
7018	Demir Yelpaze+8
7019	Demir Yelpaze+9
7020	Siyah Kaplan Yelpazesi+0
7021	Siyah Kaplan Yelpazesi+1
7022	Siyah Kaplan Yelpazesi+2
7023	Siyah Kaplan Yelpazesi+3
7024	Siyah Kaplan Yelpazesi+4
7025	Siyah Kaplan Yelpazesi+5
7026	Siyah Kaplan Yelpazesi+6
7027	Siyah Kaplan Yelpazesi+7
7028	Siyah Kaplan Yelpazesi+8
7029	Siyah Kaplan Yelpazesi+9
7030	Turna Kanadý Yelpaze+0
7031	Turna Kanadý Yelpaze+1
7032	Turna Kanadý Yelpaze+2
7033	Turna Kanadý Yelpaze+3
7034	Turna Kanadý Yelpaze+4
7035	Turna Kanadý Yelpaze+5
7036	Turna Kanadý Yelpaze+6
7037	Turna Kanadý Yelpaze+7
7038	Turna Kanadý Yelpaze+8
7039	Turna Kanadý Yelpaze+9
7040	Tavuskuþu Yelpaze+0
7041	Tavuskuþu Yelpaze+1
7042	Tavuskuþu Yelpaze+2
7043	Tavuskuþu Yelpaze+3
7044	Tavuskuþu Yelpaze+4
7045	Tavuskuþu Yelpaze+5
7046	Tavuskuþu Yelpaze+6
7047	Tavuskuþu Yelpaze+7
7048	Tavuskuþu Yelpaze+8
7049	Tavuskuþu Yelpaze+9
7050	Su Yelpazesi+0
7051	Su Yelpazesi+1
7052	Su Yelpazesi+2
7053	Su Yelpazesi+3
7054	Su Yelpazesi+4
7055	Su Yelpazesi+5
7056	Su Yelpazesi+6
7057	Su Yelpazesi+7
7058	Su Yelpazesi+8
7059	Su Yelpazesi+9
7060	Taþ Yelpaze+0
7061	Taþ Yelpaze+1
7062	Taþ Yelpaze+2
7063	Taþ Yelpaze+3
7064	Taþ Yelpaze+4
7065	Taþ Yelpaze+5
7066	Taþ Yelpaze+6
7067	Taþ Yelpaze+7
7068	Taþ Yelpaze+8
7069	Taþ Yelpaze+9
7070	Okyanus Yelpazesi+0
7071	Okyanus Yelpazesi+1
7072	Okyanus Yelpazesi+2
7073	Okyanus Yelpazesi+3
7074	Okyanus Yelpazesi+4
7075	Okyanus Yelpazesi+5
7076	Okyanus Yelpazesi+6
7077	Okyanus Yelpazesi+7
7078	Okyanus Yelpazesi+8
7079	Okyanus Yelpazesi+9
7080	Azap Yelpazesi+0
7081	Azap Yelpazesi+1
7082	Azap Yelpazesi+2
7083	Azap Yelpazesi+3
7084	Azap Yelpazesi+4
7085	Azap Yelpazesi+5
7086	Azap Yelpazesi+6
7087	Azap Yelpazesi+7
7088	Azap Yelpazesi+8
7089	Azap Yelpazesi+9
7090	Anka Kuþu Yelpaze+0
7091	Anka Kuþu Yelpaze+1
7092	Anka Kuþu Yelpaze+2
7093	Anka Kuþu Yelpaze+3
7094	Anka Kuþu Yelpaze+4
7095	Anka Kuþu Yelpaze+5
7096	Anka Kuþu Yelpaze+6
7097	Anka Kuþu Yelpaze+7
7098	Anka Kuþu Yelpaze+8
7099	Anka Kuþu Yelpaze+9
7100	Üçlü Yelpaze+0
7101	Üçlü Yelpaze+1
7102	Üçlü Yelpaze+2
7103	Üçlü Yelpaze+3
7104	Üçlü Yelpaze+4
7105	Üçlü Yelpaze+5
7106	Üçlü Yelpaze+6
7107	Üçlü Yelpaze+7
7108	Üçlü Yelpaze+8
7109	Üçlü Yelpaze+9
7110	Kaþ Yelpaze+0
7111	Kaþ Yelpaze+1
7112	Kaþ Yelpaze+2
7113	Kaþ Yelpaze+3
7114	Kaþ Yelpaze+4
7115	Kaþ Yelpaze+5
7116	Kaþ Yelpaze+6
7117	Kaþ Yelpaze+7
7118	Kaþ Yelpaze+8
7119	Kaþ Yelpaze+9
7120	Güneþ Yelpazesi+0
7121	Güneþ Yelpazesi+1
7122	Güneþ Yelpazesi+2
7123	Güneþ Yelpazesi+3
7124	Güneþ Yelpazesi+4
7125	Güneþ Yelpazesi+5
7126	Güneþ Yelpazesi+6
7127	Güneþ Yelpazesi+7
7128	Güneþ Yelpazesi+8
7129	Güneþ Yelpazesi+9
7130	Cennet Kuþu Yelpaze+0
7131	Cennet Kuþu Yelpaze+1
7132	Cennet Kuþu Yelpaze+2
7133	Cennet Kuþu Yelpaze+3
7134	Cennet Kuþu Yelpaze+4
7135	Cennet Kuþu Yelpaze+5
7136	Cennet Kuþu Yelpaze+6
7137	Cennet Kuþu Yelpaze+7
7138	Cennet Kuþu Yelpaze+8
7139	Cennet Kuþu Yelpaze+9
7140	Kurtuluþ Yelpazesi+0
7141	Kurtuluþ Yelpazesi+1
7142	Kurtuluþ Yelpazesi+2
7143	Kurtuluþ Yelpazesi+3
7144	Kurtuluþ Yelpazesi+4
7145	Kurtuluþ Yelpazesi+5
7146	Kurtuluþ Yelpazesi+6
7147	Kurtuluþ Yelpazesi+7
7148	Kurtuluþ Yelpazesi+8
7149	Kurtuluþ Yelpazesi+9
7150	Mutluluk Yelpazesi+0
7151	Mutluluk Yelpazesi+1
7152	Mutluluk Yelpazesi+2
7153	Mutluluk Yelpazesi+3
7154	Mutluluk Yelpazesi+4
7155	Mutluluk Yelpazesi+5
7156	Mutluluk Yelpazesi+6
7157	Mutluluk Yelpazesi+7
7158	Mutluluk Yelpazesi+8
7159	Mutluluk Yelpazesi+9
7160	Sonbahar Yelpazesi+0
7161	Sonbahar Yelpazesi+1
7162	Sonbahar Yelpazesi+2
7163	Sonbahar Yelpazesi+3
7164	Sonbahar Yelpazesi+4
7165	Sonbahar Yelpazesi+5
7166	Sonbahar Yelpazesi+6
7167	Sonbahar Yelpazesi+7
7168	Sonbahar Yelpazesi+8
7169	Sonbahar Yelpazesi+9
7170	Sekiz Trigram Yelpaze+0
7171	Sekiz Trigram Yelpaze+1
7172	Sekiz Trigram Yelpaze+2
7173	Sekiz Trigram Yelpaze+3
7174	Sekiz Trigram Yelpaze+4
7175	Sekiz Trigram Yelpaze+5
7176	Sekiz Trigram Yelpaze+6
7177	Sekiz Trigram Yelpaze+7
7178	Sekiz Trigram Yelpaze+8
7179	Sekiz Trigram Yelpaze+9
7180	Uyuyan Ejder Yelpazesi+0
7181	Uyuyan Ejder Yelpazesi+1
7182	Uyuyan Ejder Yelpazesi+2
7183	Uyuyan Ejder Yelpazesi+3
7184	Uyuyan Ejder Yelpazesi+4
7185	Uyuyan Ejder Yelpazesi+5
7186	Uyuyan Ejder Yelpazesi+6
7187	Uyuyan Ejder Yelpazesi+7
7188	Uyuyan Ejder Yelpazesi+8
7189	Uyuyan Ejder Yelpazesi+9
7190	Ýblisin Yelpazesi+0
7191	Ýblisin Yelpazesi+1
7192	Ýblisin Yelpazesi+2
7193	Ýblisin Yelpazesi+3
7194	Ýblisin Yelpazesi+4
7195	Ýblisin Yelpazesi+5
7196	Ýblisin Yelpazesi+6
7197	Ýblisin Yelpazesi+7
7198	Ýblisin Yelpazesi+8
7199	Ýblisin Yelpazesi+9
7200	Uzun Mýzrak+0
7201	Uzun Mýzrak+1
7202	Uzun Mýzrak+2
7203	Uzun Mýzrak+3
7204	Uzun Mýzrak+4
7205	Uzun Mýzrak+5
7206	Uzun Mýzrak+6
7207	Uzun Mýzrak+7
7208	Uzun Mýzrak+8
7209	Uzun Mýzrak+9
7370	Uyuyan Ejder Yelpazesi+0
7371	Uyuyan Ejder Yelpazesi+1
7372	Uyuyan Ejder Yelpazesi+2
7373	Uyuyan Ejder Yelpazesi+3
7374	Uyuyan Ejder Yelpazesi+4
7375	Uyuyan Ejder Yelpazesi+5
7376	Uyuyan Ejder Yelpazesi+6
7377	Uyuyan Ejder Yelpazesi+7
7378	Uyuyan Ejder Yelpazesi+8
7379	Uyuyan Ejder Yelpazesi+9
8000	Tahta Ok
8001	Bambu Ok
8002	Taþ Ok
8003	Demir Ok
8004	Çelik Ok
8005	Gümüþ Ok
8006	Ateþten Ok
8007	Zehirli Ok
8008	Buzdan Ok
8009	Lanetli Ok
9001	Nahan Zýrh+5
9002	Tanma Zýrh+5
9003	Jinhon Zýrh+5
9004	Chung Zýrh+5
9501	Kýlýç+5
9502	Kýsa Kýlýç+5
9503	Kýsa Yay +5
9504	Uzun Kýlýç+5
9505	Büyük Yelpaze+5
11000	Kurt Zýrhý
11010	Yaban Domuzu Zýrhý
11020	Ayý zýrhý
11030	Kaplan Zýrhý
11200	Keþiþ Plaka Zýrh+0
11201	Keþiþ Plaka Zýrh+1
11202	Keþiþ Plaka Zýrh+2
11203	Keþiþ Plaka Zýrh+3
11204	Keþiþ Plaka Zýrh+4
11205	Keþiþ Plaka Zýrh+5
11206	Keþiþ Plaka Zýrh+6
11207	Keþiþ Plaka Zýrh+7
11208	Keþiþ Plaka Zýrh+8
11209	Keþiþ Plaka Zýrh+9
11210	Demir Plaka Zýrh+0
11211	Demir Plaka Zýrh+1
11212	Demir Plaka Zýrh+2
11213	Demir Plaka Zýrh+3
11214	Demir Plaka Zýrh+4
11215	Demir Plaka Zýrh+5
11216	Demir Plaka Zýrh+6
11217	Demir Plaka Zýrh+7
11218	Demir Plaka Zýrh+8
11219	Demir Plaka Zýrh+9
11220	Kaplan Plaka Zýrh+0
11221	Kaplan Plaka Zýrh+1
11222	Kaplan Plaka Zýrh+2
11223	Kaplan Plaka Zýrh+3
11224	Kaplan Plaka Zýrh+4
11225	Kaplan Plaka Zýrh+5
11226	Kaplan Plaka Zýrh+6
11227	Kaplan Plaka Zýrh+7
11228	Kaplan Plaka Zýrh+8
11229	Kaplan Plaka Zýrh+9
11230	Aslan Plaka Zýrh+0
11231	Aslan Plaka Zýrh+1
11232	Aslan Plaka Zýrh+2
11233	Aslan Plaka Zýrh+3
11234	Aslan Plaka Zýrh+4
11235	Aslan Plaka Zýrh+5
11236	Aslan Plaka Zýrh+6
11237	Aslan Plaka Zýrh+7
11238	Aslan Plaka Zýrh+8
11239	Aslan Plaka Zýrh+9
11240	Ölümcül Plaka Zýrh+0
11241	Ölümcül Plaka Zýrh+1
11242	Ölümcül Plaka Zýrh+2
11243	Ölümcül Plaka Zýrh+3
11244	Ölümcül Plaka Zýrh+4
11245	Ölümcül Plaka Zýrh+5
11246	Ölümcül Plaka Zýrh+6
11247	Ölümcül Plaka Zýrh+7
11248	Ölümcül Plaka Zýrh+8
11249	Ölümcül Plaka Zýrh+9
11250	Ejderha Plaka Zýrh+0
11251	Ejderha Plaka Zýrh+1
11252	Ejderha Plaka Zýrh+2
11253	Ejderha Plaka Zýrh+3
11254	Ejderha Plaka Zýrh+4
11255	Ejderha Plaka Zýrh+5
11256	Ejderha Plaka Zýrh+6
11257	Ejderha Plaka Zýrh+7
11258	Ejderha Plaka Zýrh+8
11259	Ejderha Plaka Zýrh+9
11260	Mavi Taþ Zýrh+0
11261	Mavi Taþ Zýrh+1
11262	Mavi Taþ Zýrh+2
11263	Mavi Taþ Zýrh+3
11264	Mavi Taþ Zýrh+4
11265	Mavi Taþ Zýrh+5
11266	Mavi Taþ Zýrh+6
11267	Mavi Taþ Zýrh+7
11268	Mavi Taþ Zýrh+8
11269	Mavi Taþ Zýrh+9
11270	Altýn Taþ Zýrh+0
11271	Altýn Taþ Zýrh+1
11272	Altýn Taþ Zýrh+2
11273	Altýn Taþ Zýrh+3
11274	Altýn Taþ Zýrh+4
11275	Altýn Taþ Zýrh+5
11276	Altýn Taþ Zýrh+6
11277	Altýn Taþ Zýrh+7
11278	Altýn Taþ Zýrh+8
11279	Altýn Taþ Zýrh+9
11280	Ejderha Tanrýsý Zýrhý+0
11281	Ejderha Tanrýsý Zýrhý+1
11282	Ejderha Tanrýsý Zýrhý+2
11283	Ejderha Tanrýsý Zýrhý+3
11284	Ejderha Tanrýsý Zýrhý+4
11285	Ejderha Tanrýsý Zýrhý+5
11286	Ejderha Tanrýsý Zýrhý+6
11287	Ejderha Tanrýsý Zýrhý+7
11288	Ejderha Tanrýsý Zýrhý+8
11289	Ejderha Tanrýsý Zýrhý+9
11290	Siyah Çelik Zýrh+0
11291	Siyah Çelik Zýrh+1
11292	Siyah Çelik Zýrh+2
11293	Siyah Çelik Zýrh+3
11294	Siyah Çelik Zýrh+4
11295	Siyah Çelik Zýrh+5
11296	Siyah Çelik Zýrh+6
11297	Siyah Çelik Zýrh+7
11298	Siyah Çelik Zýrh+8
11299	Siyah Çelik Zýrh+9
11300	Uysallýk
11301	Uysallýk
11302	Ýyi Dayanýklýlýk
11303	Zayýf Zýrh
11304	Düþman Duvarý
11305	Zeka
11306	Askerler
11307	Mükemmel Ayakkabýlar
11308	Düþmanýn Direnci
11309	Diðer Düþmanýn Direnci
11400	Gök Mavisi Takým+0
11401	Gök Mavisi Takým+1
11402	Gök Mavisi Takým+2
11403	Gök Mavisi Takým+3
11404	Gök Mavisi Takým+4
11405	Gök Mavisi Takým+5
11406	Gök Mavisi Takým+6
11407	Gök Mavisi Takým+7
11408	Gök Mavisi Takým+8
11409	Gök Mavisi Takým+9
11410	Fildiþi Takým+0
11411	Fildiþi Takým+1
11412	Fildiþi Takým+2
11413	Fildiþi Takým+3
11414	Fildiþi Takým+4
11415	Fildiþi Takým+5
11416	Fildiþi Takým+6
11417	Fildiþi Takým+7
11418	Fildiþi Takým+8
11419	Fildiþi Takým+9
11420	Koyu Kýrmýzý Takým+0
11421	Koyu Kýrmýzý Takým+1
11422	Koyu Kýrmýzý Takým+2
11423	Koyu Kýrmýzý Takým+3
11424	Koyu Kýrmýzý Takým+4
11425	Koyu Kýrmýzý Takým+5
11426	Koyu Kýrmýzý Takým+6
11427	Koyu Kýrmýzý Takým+7
11428	Koyu Kýrmýzý Takým+8
11429	Koyu Kýrmýzý Takým+9
11430	Kýrmýzý Karýnca Takým+0
11431	Kýrmýzý Karýnca Takým+1
11432	Kýrmýzý Karýnca Takým+2
11433	Kýrmýzý Karýnca Takým+3
11434	Kýrmýzý Karýnca Takým+4
11435	Kýrmýzý Karýnca Takým+5
11436	Kýrmýzý Karýnca Takým+6
11437	Kýrmýzý Karýnca Takým+7
11438	Kýrmýzý Karýnca Takým+8
11439	Kýrmýzý Karýnca Takým+9
11440	Karýnca Aslan Takýmý+0
11441	Karýnca Aslan Takýmý+1
11442	Karýnca Aslan Takýmý+2
11443	Karýnca Aslan Takýmý+3
11444	Karýnca Aslan Takýmý+4
11445	Karýnca Aslan Takýmý+5
11446	Karýnca Aslan Takýmý+6
11447	Karýnca Aslan Takýmý+7
11448	Karýnca Aslan Takýmý+8
11449	Karýnca Aslan Takýmý+9
11450	Ninja Takýmý+0
11451	Ninja Takýmý+1
11452	Ninja Takýmý+2
11453	Ninja Takýmý+3
11454	Ninja Takýmý+4
11455	Ninja Takýmý+5
11456	Ninja Takýmý+6
11457	Ninja Takýmý+7
11458	Ninja Takýmý+8
11459	Ninja Takýmý+9
11460	Genç Ejderha Takýmý +0
11461	Genç Ejderha Takýmý +1
11462	Genç Ejderha Takýmý +2
11463	Genç Ejderha Takýmý +3
11464	Genç Ejderha Takýmý +4
11465	Genç Ejderha Takýmý +5
11466	Genç Ejderha Takýmý +6
11467	Genç Ejderha Takýmý +7
11468	Genç Ejderha Takýmý +8
11469	Genç Ejderha Takýmý +9
11470	Öldürücü Rüzgar Takýmý+0
11471	Öldürücü Rüzgar Takýmý+1
11472	Öldürücü Rüzgar Takýmý+2
11473	Öldürücü Rüzgar Takýmý+3
11474	Öldürücü Rüzgar Takýmý+4
11475	Öldürücü Rüzgar Takýmý+5
11476	Öldürücü Rüzgar Takýmý+6
11477	Öldürücü Rüzgar Takýmý+7
11478	Öldürücü Rüzgar Takýmý+8
11479	Öldürücü Rüzgar Takýmý+9
11480	Küpeçiçeði Takým+0
11481	Küpeçiçeði Takým+1
11482	Küpeçiçeði Takým+2
11483	Küpeçiçeði Takým+3
11484	Küpeçiçeði Takým+4
11485	Küpeçiçeði Takým+5
11486	Küpeçiçeði Takým+6
11487	Küpeçiçeði Takým+7
11488	Küpeçiçeði Takým+8
11489	Küpeçiçeði Takým+9
11490	Siyah Rüzgar Takýmý+0
11491	Siyah Rüzgar Takýmý+1
11492	Siyah Rüzgar Takýmý+2
11493	Siyah Rüzgar Takýmý+3
11494	Siyah Rüzgar Takýmý+4
11495	Siyah Rüzgar Takýmý+5
11496	Siyah Rüzgar Takýmý+6
11497	Siyah Rüzgar Takýmý+7
11498	Siyah Rüzgar Takýmý+8
11499	Siyah Rüzgar Takýmý+9
11500	Gang-Ma
11501	Zung-Seon
11502	Chung-Zin
11503	Ho-yöng
11504	Yöng-Seon
11505	Su-Sin
11506	O-Gyo
11507	Bi-Pung
11508	Zeon-Hyön
11509	Ho-gu
11600	Aðýt Plaka Zýrh+0
11601	Aðýt Plaka Zýrh+1
11602	Aðýt Plaka Zýrh+2
11603	Aðýt Plaka Zýrh+3
11604	Aðýt Plaka Zýrh+4
11605	Aðýt Plaka Zýrh+5
11606	Aðýt Plaka Zýrh+6
11607	Aðýt Plaka Zýrh+7
11608	Aðýt Plaka Zýrh+8
11609	Aðýt Plaka Zýrh+9
11610	Fýrtýna Plaka Zýrh+0
